,Name,ra_epoch2000,dec_epoch2000,RA,DEC,Tmag,parallax,parallax_error,distL1350,MG,bp_rp,LS_Period,Log10_LS_Prob,Amplitude,Duration,flares,flarerate,teff_val,BC,L,Lergs,MeanAmp,MeanEnergy,MeanFlareDuration,MinAmp,MinEnergy,MinFlareDuration,MaxAmp,MaxEnergy,MaxFlareDuration
150,389568266,86.4876598989881,-66.6657095197714,05:45:57.04,-66:39:56.6,12.5,19.1304,0.0294,52.273064453899565,10.184881195473821,2.611559,0.72349442,-342.85099,0.00509,202.139781,30,0.14841215247977338,3890.27,-0.43474,0.009907031060186098,3.5665311816669956e+31,0.092,1.1e+33,8.9,0.021,2.4e+32,6.0,0.252,2.8e+33,18.0
151,176448503,86.7155281407039,-0.4912365003718,05:46:51.73,-00:29:28.5,13.48,25.5264,0.1035,39.17639796444661,11.853741486433096,3.058731,0.47023576,-765.51009,0.0146,20.591925,0,0.0,3642.89990234375,-0.60974,0.0025026459429048913,9.00952539445761e+30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
152,247684325,86.8386066479306,17.1010361540045,05:47:21.27,+17:06:03.7,13.48,17.249,0.0844,57.9770919945517,10.943362858529802,2.845313,0.59002467,-686.3792,0.0207,20.590536,0,0.0,3695.89990234375,-0.57085,0.005584635882875243,2.0104689178350876e+31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
153,156392404,86.9844617055356,8.0134035244322,05:47:56.27,+08:00:48.3,13.49,12.2428,0.0604,81.68451749794059,10.154075259712533,2.482252,0.52085927,-213.46946,0.01037,20.591925,0,0.0,3804.97,-0.49439,0.010767773223606291,3.8763983604982653e+31,,,,,,,,,
154,93443364,87.1285961071299,-22.9261633785888,05:48:30.86,-22:55:34.2,13.78,16.8581,0.054,59.31985639148962,11.188837545168642,2.96345,0.14202207,-152.67187,0.00673,20.591925,0,0.0,3578.42,-0.67857,0.004919182906662821,1.7709058463986155e+31,,,,,,,,,
155,66735277,87.312879420093,-7.2372269014431,05:49:15.09,-07:14:14.0,12.52,29.6672,0.0672,33.70760077473989,11.248980792033658,2.855084,0.43284194,-128.94444,0.00286,20.590536,2,0.09713200278030645,3971.300048828125,-0.36495,0.0034864840576381184,1.2551342607497227e+31,0.068,3e+32,9.0,0.025,9.6e+31,6.0,0.111,4.9e+32,12.0
156,176613661,87.561942043503,-2.2113157255654,05:50:14.87,-02:12:40.7,11.97,11.5195,0.0674,86.81507656600473,8.316258236972088,1.945768,0.22917842,-202.03733,0.00255,20.587758,0,0.0,4106.0,-0.30485,0.04914017627436574,1.7690463458771667e+32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
157,158938969,87.7287305712161,2.4797806900177,05:50:54.90,+02:28:47.2,13.42,15.6451,0.069,63.920204017563265,10.73127223765364,2.828343,0.8605514,-925.66786,0.01556,20.590536,3,0.14569800417045967,4048.72,-0.33657,0.005471659995109434,1.9697975982393965e+31,0.14,7.7e+32,7.3,0.085,4.8e+32,6.0,0.204,1e+33,10.0
158,247960117,88.2717677669671,12.3512728160066,05:53:05.22,+12:21:04.6,13.94,25.7703,0.0847,38.80518641886255,12.351140129430483,3.202977,0.26043018,-232.59853,0.01683,20.591925,1,0.04856272543727699,3422.98,-0.82888,0.001936849844366805,6.972659439720499e+30,0.279,5.5e+33,68.0,0.279,5.5e+33,68.0,0.279,5.5e+33,68.0
159,31381651,88.3035482655973,-71.8738455801567,05:53:12.85,-71:52:25.8,11.88,10.3931,0.195,96.28309892271147,8.075042700866693,1.9642,0.53247933,-111.40667,0.00169,21.930921,0,0.0,3996.5,-0.36719,0.06499185323679388,2.33970671652458e+32,,,,,,,,,
160,317599048,88.4462484819671,-14.2034878862018,05:53:47.10,-14:12:12.6,13.15,10.8274,0.0619,92.36410767808678,9.56450080546023,2.499594,0.37537943,-64.97504,0.00319,20.596092000000002,0,0.0,3600.25,-0.65909,0.021569281121243355,7.764941203647608e+31,,,,,,,,,
161,139646768,88.6905557971129,10.9325044432908,05:54:45.73,+10:55:57.0,10.25,40.5208,0.0477,24.678751311853375,9.481783091932027,2.415805,0.56550597,-7155.46828,0.02865,20.58498,21,1.0201613020755909,3658.5,-0.59831,0.022009529602900996,7.923430657044359e+31,0.032,9.2e+32,11.0,0.005,1.3e+32,6.0,0.095,2.7e+33,30.0
162,317717543,89.0257870936569,-16.3335906527308,05:56:06.19,-16:20:00.9,13.02,26.9771,0.068,37.06894118598569,11.563654093543974,2.965698,0.54159286,-410.71501,0.00715,20.591925,0,0.0,3335.0,-0.84729,0.004068687684509991,1.4647275664235968e+31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
163,317801371,89.1923966579394,-17.2538203522877,05:56:46.18,-17:15:13.8,13.49,15.1096,0.0735,66.1861445723062,10.583435581924112,2.907984,0.4517021,-1265.90522,0.02152,20.589147,0,0.0,4024.5,-0.35058,0.0063512289709900605,2.2864424295564218e+31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
164,39542007,89.5989639178632,-5.7294919977382,05:58:23.75,-05:43:46.2,13.41,28.5103,0.0886,35.07571175218516,12.088346537790205,3.170481,0.43457152,-823.87129,0.01657,20.590536,0,0.0,3574.89990234375,-0.66005,0.002111939022923377,7.602980482524158e+30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
165,39584562,89.7092689700558,-3.1421091641175,05:58:50.22,-03:08:31.6,13.46,34.0179,0.0673,29.396516033919795,12.306152687548364,3.174791,0.4211225,-268.35791,0.00952,20.591925,1,0.04856272543727699,3474.199951171875,-0.73614,0.0018535099855446968,6.672635947960909e+30,0.077,2.1e+32,8.0,0.077,2.1e+32,8.0,0.077,2.1e+32,8.0
166,67263924,89.7754727601582,-11.110388017881,05:59:06.11,-11:06:37.4,12.56,21.1182,0.0565,47.35318658976695,10.518486951119158,2.760606,0.21925528,-209.44874,0.00396,20.596092000000002,0,0.0,4065.55,-0.32705,0.006598196114961469,2.375350601386129e+31,,,,,,,,,
167,143209292,90.3563651818149,-32.4199101945097,06:01:25.53,-32:25:11.7,10.77,36.3676,0.0482,27.497098444243306,10.98299665741916,3.022003,0.36839459,-1420.07865,0.01441,20.555811000000002,17,0.827016749667527,3974.10009765625,-0.36277,0.004445384526706769,1.6003384296144368e+31,0.053,2.7e+32,8.5,0.016,7.9e+31,6.0,0.218,1e+33,14.0
168,158069378,90.3647698735399,-46.2798886204932,06:01:27.54,-46:16:47.6,13.49,19.0312,0.054,52.546123698107294,11.269732580730034,2.913806,0.81853588,-236.61943,0.00673,67.799868,5,0.07374645626153727,4055.9,-0.33249,0.0033197315550048544,1.1951033598017477e+31,0.184,6.6e+32,8.4,0.141,4.8e+32,6.0,0.297,8e+32,12.0
169,140574005,90.6056280012036,11.2419605276862,06:02:25.35,+11:14:31.1,13.34,10.7731,0.0604,92.82942819520912,9.712141623389488,2.4152,0.88504273,-95.75037,0.00665,20.591925,0,0.0,3837.0,-0.46696,0.015773474056293896,5.678450660265803e+31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
170,20297123,90.8012975655108,-37.3785209756366,06:03:12.31,-37:22:42.7,12.24,47.3089,0.0457,21.13771091012495,12.088926230112,3.199746,0.93442691,-3158.96816,0.01792,20.578035,6,0.2915730292032257,3554.300048828125,-0.67541,0.0021408857774356644,7.707188798768392e+30,0.07,1.8e+32,9.7,0.035,8.5e+31,6.0,0.167,2.9e+32,14.0
171,306331621,90.8013045296105,-14.2980940119264,06:03:12.31,-14:17:53.1,13.47,33.0503,0.0955,30.257411044267712,12.542990174242616,3.252381,0.99871991,-104.24164,0.00493,20.593314,0,0.0,3552.699951171875,-0.6766,0.0014107300652758433,5.078628234993036e+30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
172,151356206,91.4392872001021,14.9794335099914,06:05:45.43,+14:58:46.0,11.78,11.7686,0.0418,84.97395085598214,8.128232943978734,1.907068,0.44252194,-75.83312,0.00161,20.593314,0,0.0,4109.0,-0.30326,0.05834596428509401,2.1004547142633844e+32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
173,151402763,91.537111872915,15.4812747193837,06:06:08.91,+15:28:52.6,12.14,16.0897,0.0485,62.15266629750715,9.4982021787596,2.421221,0.49935969,-110.8747,0.00241,20.596092000000002,0,0.0,3622.23,-0.63986,0.022524912793068563,8.108968605504683e+31,,,,,,,,,
174,150100106,92.1087401739158,-60.5584406427541,06:08:26.10,-60:33:30.4,13.45,27.5016,0.0609,36.361872596174294,12.26839979594617,3.292885,0.16444224,-117.54908,0.00524,172.409625,3,0.01740042065516934,3783.2,-0.51043,0.0015588778024088867,5.611960088671993e+30,0.115,1.9e+32,7.3,0.067,1.3e+32,6.0,0.197,2.5e+32,10.0
175,461705987,92.2426243922595,8.1822390748046,06:08:58.23,+08:10:56.1,13.52,14.9377,0.0656,66.94722870710024,10.747917979900976,2.707442,0.71855167,-234.38954,0.00963,20.596092000000002,0,0.0,3904.67,-0.42515,0.00584645768654264,2.1047247671553504e+31,,,,,,,,,
176,201467153,92.6663968316042,-33.6514483221627,06:10:39.94,-33:39:05.2,13.51,27.2045,0.0445,36.7588185268346,12.084443279074097,3.070614,0.26012183,-561.19467,0.01216,20.594703,2,0.09711234971439016,3654.97,-0.61193,0.002027657943864836,7.299568597913411e+30,0.114,2.5e+32,7.0,0.067,1.9e+32,6.0,0.161,3.2e+32,8.0
177,343934811,93.3677558668457,-37.8109615619952,06:13:28.26,-37:48:39.5,13.75,18.4819,0.0549,54.107926910845094,11.488327526458685,2.978195,0.52463195,-94.60257,0.00725,43.318743000000005,0,0.0,4348.25,-0.19045,0.0023814912409529008,8.573368467430444e+30,,,,,,,,,
178,231315447,93.4891323958232,-34.6174194657812,06:13:57.39,-34:37:02.7,12.54,44.6997,0.058,22.37158950470075,12.702434790603913,3.364663,0.59003319,-458.09937,0.00665,20.58498,9,0.4372119866038247,4297.63,-0.21188,0.0007939224506108081,2.8581208221989094e+30,0.132,3e+32,18.7,0.03,3.2e+31,8.0,0.538,1.7e+33,44.0
179,242060121,93.4989898618436,-5.2296075156549,06:13:59.76,-05:13:46.6,12.14,37.3013,0.0569,26.808840646893373,11.376737833767741,2.848752,0.72332827,-939.79843,0.00747,20.597481000000002,1,0.048549626044077906,3699.300048828125,-0.56835,0.003738047995688042,1.3456972784476953e+31,0.123,4.9e+32,8.0,0.123,4.9e+32,8.0,0.123,4.9e+32,8.0
180,37662248,93.5067076153448,-28.2610492461073,06:14:01.61,-28:15:39.8,11.88,23.8732,0.0426,41.88823742286729,10.757829567688697,2.904488,0.88866185,-2589.71941,0.0128,20.591925,1,0.04856272543727699,4485.7998046875,-0.13819,0.004447788969154001,1.6012040288954405e+31,0.05,2.1e+32,6.0,0.05,2.1e+32,6.0,0.05,2.1e+32,6.0
181,231315283,93.5680551663414,-34.3235665529965,06:14:16.33,-34:19:24.8,12.96,17.3746,0.0432,57.5559783233075,10.548059798226761,2.922536,0.34724444,-178.28801,0.00525,20.587758,6,0.2914353277321406,3880.800048828125,-0.43415,0.007086570056712562,2.5511652204165227e+31,0.232,1.7e+33,13.0,0.051,4.1e+32,6.0,0.913,5e+33,26.0
182,242064626,93.6143698467114,-4.4607616250086,06:14:27.45,-04:27:38.7,13.95,39.2927,0.0911,25.45029101445806,13.273163236527921,3.631744,0.81850317,-217.65155,0.01329,20.59887,0,0.0,3391.0,-0.80154,0.0008078871719617503,2.908393819062301e+30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
183,291337184,94.3098054428789,7.7102152873648,06:17:14.35,+07:42:36.8,13.49,12.0126,0.0884,83.25466513064228,10.051169108403698,2.517147,0.33807756,-9367.68741,0.24711,20.600259,0,0.0,3895.84,-0.43101,0.011166995979617574,4.0201185526623267e+31,,,,,,,,,
184,260352702,94.7305745856686,-55.6490236781436,06:18:55.34,-55:38:56.5,13.47,22.6131,0.0415,44.22244742298176,11.63335712867764,2.979878,0.50092723,-4650.02666,0.00936,295.393074,-2147483648,,3749.699951171875,-0.53146,0.002852601744052324,1.0269366278588367e+31,,,,,,,,,
185,265616970,94.7355933796813,1.0973180794875,06:18:56.54,+01:05:50.3,13.41,9.3085,0.0788,107.44348281406602,9.570911611599218,2.595354,0.39802961,-3997.30254,0.05617,20.594703,2,0.09711234971439016,3578.199951171875,-0.65755,0.021411906895025763,7.708286482209276e+31,0.142,2.8e+33,6.0,0.126,2.6e+33,6.0,0.157,2.9e+33,6.0
186,302927533,94.8110041603444,8.8840426733931,06:19:14.64,+08:53:02.6,13.75,7.2881,0.0506,137.22253025327547,9.262955884787722,2.284432,0.71384302,-651.80352,0.02629,20.59887,0,0.0,4051.04,-0.33525,0.021130882844394083,7.60711782398187e+31,,,,,,,,,
187,59547137,94.9820000503219,16.8405578705881,06:19:55.68,+16:50:26.0,12.56,31.9449,0.0573,31.30410050717103,11.496697853641965,3.056984,0.39158647,-920.27999,0.01276,20.594703,0,0.0,3711.0,-0.55981,0.0033208162967378173,1.1954938668256144e+31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
188,251135630,95.0639444369247,-0.3942151262427,06:20:15.35,-00:23:39.2,13.03,35.5662,0.0596,28.11673886559163,12.202453262999661,3.111646,0.31970975,-267.33623,0.00745,20.596092000000002,5,0.2427645011490529,3648.39990234375,-0.60571,0.0018084341795534945,6.51036304639258e+30,0.203,3.4e+32,8.0,0.079,1.5e+32,6.0,0.437,4.7e+32,12.0
189,34527902,95.5280973627272,-16.5133990932207,06:22:06.74,-16:30:48.2,12.64,31.7059,0.0635,31.54012119773597,11.56913721080495,3.096839,0.80937813,-517.75981,0.00811,20.591925,4,0.19425090174910797,3717.10009765625,-0.55537,0.0030938061964430855,1.1137702307195108e+31,0.309,1.4e+33,17.5,0.064,3.4e+32,6.0,0.879,3.5e+33,42.0
190,319727598,95.9120638951602,0.9914549969571,06:23:38.90,+00:59:29.2,13.23,10.9098,0.0576,91.66564580868197,9.669199987471996,2.477974,0.8373948,-1256.32988,0.01903,20.59887,2,0.09709270459981542,3665.47,-0.60315,0.018602872480163544,6.697034092858876e+31,0.204,8.4e+33,18.0,0.05,1.1e+33,6.0,0.359,1.6e+34,30.0
191,438231406,96.5002638948154,17.2642674664086,06:26:00.06,+17:15:51.4,13.36,10.1104,0.0783,98.9194875119388,9.658589711620099,2.558869,0.54159857,-86.34639,0.00683,20.600259,0,0.0,3764.37,-0.52457,0.017473991119110594,6.290636802879814e+31,,,,,,,,,
192,260504446,96.5690935331835,-54.6089382386857,06:26:16.58,-54:36:32.2,13.23,15.5313,0.0305,64.3865953926337,10.518143693710366,2.568807,0.19396946,-5219.29741,0.10107,227.905731,19,0.08336780262888606,3927.56,-0.4102,0.007125617771292701,2.5652223976653725e+31,0.124,1.1e+33,8.1,0.042,3.8e+32,6.0,0.307,2.4e+33,14.0
193,60585499,96.6653550075747,-22.8625834860351,06:26:39.69,-22:51:45.3,12.49,17.5342,0.0276,57.0316781345781,9.879171246417389,2.350014,0.65579273,-717.47592,0.00849,20.597481000000002,0,0.0,3964.99,-0.38647,0.012557971625378762,4.520869785136354e+31,,,,,,,,,
194,117817258,96.7577125708972,-31.0335371970752,06:27:01.85,-31:02:00.7,13.27,35.6922,0.0492,28.017431283473115,12.29091742279429,3.16799,0.24051042,-3323.95867,0.02113,43.310409,4,0.09235655105450516,3475.199951171875,-0.73537,0.0018783694794234497,6.76213012592442e+30,0.204,5.5e+32,9.5,0.086,1.5e+32,6.0,0.378,1.5e+33,18.0
195,29628072,97.2048294875248,-33.0299674360873,06:28:49.16,-33:01:47.9,12.99,14.8375,0.0661,67.39940724039428,10.203732614753513,2.83426,0.56185116,-470.99965,0.00526,43.318743000000005,1,0.023084695693963233,3931.60009765625,-0.39561,0.009391845853305226,3.381064507189882e+31,0.303,3.7e+33,10.0,0.303,3.7e+33,10.0,0.303,3.7e+33,10.0
196,234734101,97.2533036588048,2.9704588849479,06:29:00.79,+02:58:13.7,13.52,22.0643,0.082,45.32331237310672,11.587899790072084,2.956142,0.30281382,-325.34017,0.01186,20.596092000000002,0,0.0,3480.0,-0.7317,0.00357700943129714,1.2877233952669705e+31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
197,270474668,97.280443662965,-78.6380065480727,06:29:07.31,-78:38:16.8,13.73,10.6567,0.0415,93.84042697391948,10.147988124241234,2.580442,0.44555354,-225.60573,0.01025,229.328067,9,0.0392450872574616,3825.15,-0.47983,0.010684070596807269,3.846265414850617e+31,0.226,3.9e+33,8.9,0.066,7.6e+32,6.0,0.887,2e+34,22.0
198,207004093,97.4159697329671,8.1817413727138,06:29:39.83,+08:10:54.3,12.9,9.3777,0.0389,106.6394805838442,9.085216894683274,2.292163,0.62384847,-217.98781,0.00687,20.59887,0,0.0,4120.48,-0.29713,0.024030634478758608,8.6510284123531e+31,,,,,,,,,
199,299967130,97.5388221958134,-24.5439876012167,06:30:09.32,-24:32:38.4,13.37,17.597,0.0465,56.8286453372977,10.921114482010072,2.938826,0.08151385,-783.28877,0.01681,20.591925,1,0.04856272543727699,3740.800048828125,-0.53795,0.005530115461806584,1.9908415662503702e+31,0.15,1.9e+33,14.0,0.15,1.9e+33,14.0,0.15,1.9e+33,14.0
200,150440755,97.5832924423011,-60.5673897879335,06:30:19.99,-60:34:02.6,13.53,17.848,0.0451,56.02938736501528,11.448324630786189,2.998355,0.14175107,-95.56171,0.00537,199.93266,4,0.02000673626810147,4305.3,-0.20855,0.0025124078989524168,9.044668436228701e+30,0.097,2.5e+32,7.0,0.043,1.3e+32,6.0,0.15,3.2e+32,10.0
201,25045994,97.7145993296695,-6.9692831629279,06:30:51.50,-06:58:09.4,12.64,33.3054,0.0741,30.025455035556092,11.661217010727094,3.067284,0.31327113,-573.32575,0.00847,20.594703,0,0.0,3642.89990234375,-0.60974,0.002988196847551905,1.0757508651186859e+31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202,288003192,98.0599795764712,-14.5506995985643,06:32:14.40,-14:33:02.5,11.5,14.4577,0.0504,69.16893304682503,8.439644617012856,2.144891,0.67406697,-8257.2525,0.05327,20.590536,5,0.24283000695076612,3602.0,-0.65754,0.060695733268757296,2.1850463976752627e+32,0.15,1.5e+34,16.0,0.018,1.2e+33,6.0,0.383,4e+34,26.0
203,142082942,98.259771460276,-72.762015408508,06:33:02.35,-72:45:43.3,12.92,21.5561,0.0348,46.39081851617277,10.92649882376952,2.814293,0.92184537,-1229.85541,0.01177,296.682066,16,0.0539297848896603,3882.66,-0.43986,0.0050274118562853454,1.8098682682627245e+31,0.091,4.4e+32,7.7,0.027,2.2e+32,6.0,0.172,8.9e+32,12.0
204,358400770,99.1934871714113,0.5379656105241,06:36:46.44,+00:32:16.7,12.52,10.7739,0.0818,92.8272353405859,8.801984919402484,2.269775,0.76934243,-2829.15845,0.01882,20.597481000000002,1,0.048549626044077906,3845.53,-0.4654,0.03642218838954698,1.3111987820236914e+32,0.025,1.7e+33,10.0,0.025,1.7e+33,10.0,0.025,1.7e+33,10.0
205,307946937,99.4033558292797,13.6038466410287,06:37:36.81,+13:36:13.8,12.77,9.1885,0.0289,108.83375830967168,8.624092866315362,2.028646,0.32447655,-303.07341,0.00621,20.600259,0,0.0,4103.94,-0.30596,0.03704647179810045,1.3336729847316164e+32,,,,,,,,,
206,52973664,99.662542842309,-5.3015559864355,06:38:39.01,-05:18:05.6,13.94,10.3632,0.0746,96.50493610948985,10.374550362281653,2.75276,0.57751766,-170.47813,0.01554,20.59887,0,0.0,4076.10009765625,-0.32118,0.007492933003941117,2.697455881418802e+31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
207,172409573,100.0884029193642,-25.6860442698615,06:40:21.22,-25:41:09.8,12.64,15.925,0.0314,62.7948254200561,9.90400771316966,2.468691,0.18298367,-290.68825,0.00369,43.320132,0,0.0,3779.60009765625,-0.50943,0.013745764885046703,4.948475358616814e+31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
208,333431152,100.2280257014163,-12.8979231484898,06:40:54.73,-12:53:52.5,11.63,10.0231,0.3636,100.02368054145272,8.209326844450938,2.005444,0.7946147,-1327.76897,0.00743,20.600259,2,0.09708615799442133,4422.57,-0.16117,0.047504774899815805,1.710171896393369e+32,0.097,8.2e+33,15.0,0.035,1.8e+33,6.0,0.158,1.4e+34,24.0
209,172465101,100.2466338223479,-26.8997652549224,06:40:59.19,-26:53:59.2,13.53,9.4091,0.0515,106.2862085367513,10.050270424559685,2.663053,0.69668787,-64.28465,0.00631,22.724040000000002,1,0.04400625945034421,3537.15,-0.71647,0.014537168736396093,5.233380745102594e+31,0.183,3.3e+33,8.0,0.183,3.3e+33,8.0,0.183,3.3e+33,8.0
210,278897257,101.105785065499,-58.35751599194,06:44:25.39,-58:21:27.1,13.02,25.5486,0.0496,39.141378740325194,11.45929240274507,3.052223,0.99487597,-18159.46542,0.01482,274.474734,2,0.007286645188988506,3797.800048828125,-0.49599,0.0032410000829556497,1.166760029864034e+31,0.055,1.9e+32,6.0,0.047,1.7e+32,6.0,0.063,2.1e+32,6.0
211,280542221,101.1301373896188,-2.7009637735504,06:44:31.23,-02:42:03.5,13.92,34.8123,0.0857,28.72582368851795,12.956691547184567,3.443403,0.23335979,-176.25217,0.01739,20.601648,0,0.0,3676.27,-0.59421,0.000893320689759778,3.215954483135201e+30,,,,,,,,,
212,35410007,101.8237763108605,-13.1106408716809,06:47:17.71,-13:06:38.3,12.84,15.3942,0.4896,65.08828507882747,10.64730885465913,2.640499,0.18801815,-6712.39681,0.08253,20.596092000000002,0,0.0,3855.60009765625,-0.45307,0.006581190528726557,2.3692285903415607e+31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
213,234271852,102.0885685330866,2.826208023311,06:48:21.26,+02:49:34.3,13.72,5.3608,0.0306,186.55063979638697,8.158398285794298,1.859509,0.06885673,-310.808,0.01965,20.59887,0,0.0,4194.2998046875,-0.2596,0.054510565951748094,1.9623803742629314e+32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
214,235126355,102.1949658158592,10.4696220722943,06:48:46.79,+10:28:10.6,12.26,8.9733,0.0258,111.44348807961535,7.851598516749327,1.836855,0.6274492,-2213.35193,0.03628,20.59887,1,0.04854635229990771,4081.03,-0.31844,0.0763372638325824,2.7481414979729663e+32,0.131,1.1e+34,8.0,0.131,1.1e+34,8.0,0.131,1.1e+34,8.0
215,53062654,102.6137922801659,-32.0550725385657,06:50:27.31,-32:03:18.3,11.73,31.7025,0.0542,31.543435929023644,11.303248010371409,3.050503,0.5507634,-1391.46495,0.00818,43.313187,7,0.16161359818662155,3899.87,-0.42833,0.0035158699106627267,1.2657131678385816e+31,0.086,3.4e+32,7.7,0.021,8.8e+31,6.0,0.19,7.3e+32,10.0
216,177313167,103.8497928747319,-74.0485743557699,06:55:23.95,-74:02:54.9,12.86,29.0463,0.0501,34.427995107549236,11.552413337112768,2.970554,0.29952275,-11180.21598,0.01027,272.218998,11,0.04040864186855908,3485.800048828125,-0.72727,0.003680803794855362,1.3250893661479304e+31,0.094,3.7e+32,6.9,0.031,1.3e+32,6.0,0.312,1.6e+33,12.0
217,177352893,103.9755729184692,-77.3693352974466,06:55:54.14,-77:22:09.6,12.64,19.3711,0.0339,51.62360465678262,10.30155436898273,2.778051,0.95829597,-46500.5801,0.0272,244.809861,34,0.13888329441108582,3973.0,-0.36362,0.00833347731625855,3.000051833853078e+31,0.101,1.1e+33,9.1,0.021,2.1e+32,6.0,0.874,1.2e+34,32.0
218,177352028,104.0041504938252,-75.5685422318438,06:56:01.00,-75:34:06.8,13.64,20.3581,0.0482,49.1210381820153,11.61821431438781,2.976744,0.46004197,-262.85475,0.00586,50.577657,0,0.0,3591.199951171875,-0.64791,0.003220166100760091,1.1592597962736327e+31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
219,79635841,104.5604133207665,-19.7587022935283,06:58:14.50,-19:45:31.3,13.06,12.1142,0.0386,82.5493788713274,9.781271950816956,2.510236,0.23286202,-782.1091,0.02659,43.324299,0,0.0,3700.21,-0.57471,0.01634463491279639,5.884068568606701e+31,,,,,,,,,
220,147261641,104.6224761534545,-12.9948741634802,06:58:29.39,-12:59:41.5,11.52,44.5236,0.0363,22.460028352739414,11.000841499181687,2.676969,0.59992263,-3888.05655,0.01285,43.310409,9,0.20780223987263663,3806.0,-0.48993,0.004916266328819246,1.7698558783749287e+31,0.068,3.7e+32,8.4,0.019,1.1e+32,6.0,0.192,9.4e+32,14.0
221,177353450,104.6612349916908,-77.1856335264967,06:58:38.70,-77:11:08.3,12.52,17.8196,0.0325,56.118348029954745,10.046293609461669,2.596549,0.29149508,-331.28302,0.00462,244.808472,47,0.19198681980254345,3689.21,-0.58362,0.012910128379080775,4.647646216469079e+31,0.093,1.7e+33,10.3,0.02,3.2e+32,6.0,0.343,1.6e+34,44.0
222,79777560,104.6659523166313,-20.3644669398369,06:58:39.83,-20:21:52.1,10.97,47.0202,0.0587,21.26752103288254,11.259913645099068,2.864886,0.69471108,-1018.67526,0.0043,43.300686,26,0.6004523808237126,4214.35,-0.2499,0.00310452056666807,1.1176274040005053e+31,0.074,3.3e+32,13.4,0.008,3e+31,6.0,0.53,2.4e+33,38.0
223,96740590,104.9080813739514,-34.4977297363213,06:59:37.94,-34:29:51.8,10.64,31.2011,0.033,32.05022293191462,9.354784726550527,2.358651,0.19500029,-777.24413,0.00155,43.318743000000005,0,0.0,3978.60009765625,-0.35927,0.01985153583032206,7.146552898915942e+31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
224,96797806,104.9577217229106,-30.1586481288758,06:59:49.85,-30:09:31.1,13.06,17.085,0.0343,58.53133663237031,10.381451790719497,2.706521,0.14250556,-174.48453,0.00544,22.724040000000002,0,0.0,3797.199951171875,-0.49646,0.008749903835654504,3.1499653808356217e+31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
225,96798626,105.1390054904753,-30.1825422896699,07:00:33.36,-30:10:57.2,12.92,16.0287,0.0445,62.38903090089565,10.278506801425213,2.676545,0.13161443,-94.04485,0.00392,22.728207,0,0.0,3711.0,-0.56607,0.010257116482579149,3.6925619337284936e+31,,,,,,,,,
226,125258133,105.520464670957,-7.8739274324967,07:02:04.91,-07:52:26.1,12.16,12.308,0.024,81.24856807685887,8.609589421394588,1.96474,0.49401484,-4242.21871,0.02561,22.728207,0,0.0,4116.01,-0.2995,0.03732194141894557,1.3435898910820406e+32,,,,,,,,,
227,97056327,105.636968899551,-33.3287968194686,07:02:32.87,-33:19:43.7,11.62,26.2375,0.0449,38.11360741011072,10.80949071898874,2.81458,0.34799206,-205.15218,0.0019,43.321521000000004,0,0.0,3790.300048828125,-0.50151,0.0059266287307030265,2.1335863430530896e+31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
228,291962446,106.2751516582678,4.3342548384227,07:05:06.04,+04:20:03.3,13.27,20.6682,0.0548,48.384175130898655,11.181301292719494,2.81515,0.75474258,-545.89134,0.01388,22.721262,0,0.0,3785.66,-0.5086,0.004235644296665417,1.5248319467995503e+31,,,,,,,,,
229,177122224,106.2998391133683,-10.131319647289,07:05:11.96,-10:07:52.8,11.99,58.5436,0.0726,17.08133863076,12.289620487564179,3.225418,0.54101301,-3931.41712,0.01885,22.717095,2,0.08803942581566877,3479.699951171875,-0.73191,0.0018746310284895968,6.748671702562549e+30,0.092,1.8e+32,7.0,0.023,5.2e+31,6.0,0.161,3.2e+32,8.0
